001,00000001,01,2024/10/04,15:12
001,00000002,01,2024/10/04,15:16
001,00000001,01,2024/10/04,15:18
001,00000001,01,2024/10/04,15:18
001,00000001,01,2024/10/04,15:18
001,00000002,01,2024/10/04,15:19
001,00000002,01,2024/10/04,15:21
001,00000001,01,2024/10/04,15:21
001,00000001,01,2024/10/04,15:21
001,00000001,01,2024/10/04,15:24
001,00000001,01,2024/10/04,15:31
001,00000002,01,2024/10/04,15:32
001,00000000,01,2024/10/04,15:39
001,00000001,01,2024/10/04,15:42
001,00000001,01,2024/10/04,15:42
001,00000001,01,2024/10/04,15:43
001,00000001,01,2024/10/04,15:47
001,00000001,01,2024/10/04,15:47
001,00000001,01,2024/10/04,15:49
001,00000001,01,2024/10/04,15:56
001,00000001,01,2024/10/04,15:57
001,00000001,01,2024/10/04,15:57
001,00000001,01,2024/10/04,15:58
001,00000003,01,2024/10/04,15:59
001,00000003,01,2024/10/04,16:00
001,00000001,01,2024/10/04,16:00
001,00000001,01,2024/10/04,16:00
001,00000003,01,2024/10/04,16:01
001,00000001,01,2024/10/04,16:01
001,00000001,01,2024/10/04,16:01
001,00000003,01,2024/10/04,16:01
001,00000001,01,2024/10/04,16:01
001,00000001,01,2024/10/04,16:02
001,00000003,01,2024/10/04,16:02
001,00000002,01,2024/10/04,16:02
001,00000002,01,2024/10/04,16:03
001,00000002,01,2024/10/04,16:03
001,00000001,01,2024/10/04,16:04
001,00000003,01,2024/10/04,16:04
001,00000003,01,2024/10/08,10:48
001,00000001,01,2024/10/08,10:48
001,00000002,01,2024/10/08,10:49
001,00000002,01,2024/10/08,11:05
001,00000000,01,2024/10/08,11:15
001,00000001,01,2024/10/08,11:24
001,00000003,01,2024/10/16,13:11
001,00000003,01,2024/10/16,13:26
001,00000002,01,2024/10/16,13:26
001,00000001,01,2024/10/16,13:26
001,00000001,01,2024/10/25,13:28
002,00000001,02,2024/04/23,13:45
002,00000002,02,2024/04/23,13:46
002,00000003,02,2024/04/23,13:47
002,00000003,02,2024/04/23,13:47
002,00000003,02,2024/04/23,13:48
002,00000004,02,2024/04/23,13:49
002,00000005,02,2024/04/23,13:50
002,00000005,02,2024/04/23,13:50
002,00000006,02,2024/04/23,14:01
002,00000007,02,2024/05/13,11:53
002,00000007,02,2024/05/13,11:53
002,00000007,02,2024/05/13,11:54
002,00000008,02,2024/07/29,12:20
002,00000008,02,2024/07/29,12:20
002,00000008,02,2024/07/29,13:00
002,00000000,02,2024/07/31,15:56
002,00000000,02,2024/07/31,15:56
002,00000000,02,2024/07/31,15:56
002,00000009,02,2024/10/07,14:46
002,00000009,02,2024/10/07,14:46
002,00000009,02,2024/10/07,15:14
002,00000008,02,2024/10/07,21:42
002,00000008,02,2024/10/07,21:42
002,00000008,02,2024/10/07,23:42
002,00000009,02,2024/10/07,23:42
002,00000009,02,2024/10/07,23:42
002,00000009,02,2024/10/07,23:42
002,00000009,02,2024/10/07,23:43
002,00000009,02,2024/10/07,23:43
002,00000009,02,2024/10/07,23:43
002,00000009,02,2024/10/21,14:07
002,00000009,02,2024/10/21,15:54
002,00000009,02,2024/10/25,13:29
